FIPS,AVG Jan,AVG Feb,AVG Mar,AVG Apr,AVG May,AVG June,AVG July,AVG August,AVG September,AVG October,AVG November,AVG December
8119,23.26,24.6,31.49,37.29,45.58,57.16,61.49,59.59,54.66,42.1,32.69,25.06
8121,29.21,29.66,40.5,47.11,56.64,69.69,74.98,72.73,66.56,50.62,40.29,30.93
8123,28.76,29.53,39.47,46.28,55.37,68.13,73.54,71.3,64.64,49.42,38.71,29.93
8125,29.98,30.29,41.81,48.53,58.44,71.48,76.52,73.86,67.67,51.71,41.28,31.98
9001,30.57,32.13,39.03,49.34,59.9,68.31,75.11,73.52,66.72,55.82,43.51,36.31
9003,28.69,30.33,37.68,48.17,59.69,67.63,74.34,72.72,65.56,54.23,41.89,34.3
9005,26.14,27.92,35.09,46.01,57.44,65.24,71.87,70.08,63.21,52.17,39.64,32.1
9007,30.29,31.57,38.44,48.27,58.99,67.4,74.22,72.98,66.13,55.16,43.06,35.98
9009,29.89,31.27,38.36,48.51,59.27,67.68,74.53,73.11,66.29,55.16,42.86,35.79
9011,31.16,32.2,38.43,48.01,58.39,66.78,73.73,72.72,65.83,55.34,43.64,36.68
9013,28.48,30.07,37.03,47.21,58.38,66.3,72.74,71.48,64.28,53.3,41.6,33.92
9015,29,30.29,37.06,47.18,58.18,66.16,72.7,71.5,64.38,53.5,41.97,34.48
10001,35.61,38.53,45.04,55.07,64.22,72.87,78.6,76.58,70.54,59.63,47.34,40.92
10003,34.29,37.03,43.8,54.09,63.39,71.97,78.08,76.36,70.03,58.76,46.31,39.72
10005,37.22,40.07,46,55.61,64.62,73.28,78.89,76.96,71.2,60.73,48.68,42.51
12001,55.78,61.1,65.36,69.98,75.9,80.77,82.39,82.43,79.79,73.18,64.59,60.48
12003,54.18,59.66,64.34,69.03,74.91,80.04,82.12,82.01,78.72,71.64,62.58,58.42
12005,54.12,58.56,64.14,68.4,75.59,80.87,82.87,82.58,79.36,71.98,62.12,58.04
12007,55.31,60.61,65.03,69.59,75.38,80.29,82.11,82.08,79.27,72.57,64.01,59.92
12009,61.81,66.13,69.24,73.43,77.09,80.99,82.94,82.92,81.3,77.11,70.83,66.18
12011,67.33,71.13,73.24,76.48,79.06,82.34,83.73,84.08,82.82,79.49,74.84,70.86
12013,53.14,58.11,63.74,68.07,75,80.56,82.32,82.04,78.72,70.96,61.42,56.94
12015,63.41,68.24,70.79,75.23,78.62,82.26,83.73,83.64,82.32,78.12,71.92,67.59
12017,57.69,63.39,67.17,72.17,77.21,81.52,82.78,83.1,80.96,75.02,67.22,62.72
12019,56.37,61.44,65.8,70.33,75.93,80.68,82.59,82.51,79.79,73.49,65.18,60.8
12021,66,70.26,72,75.59,78.42,81.93,83.6,83.79,82.77,79.2,73.97,70.16
12023,53.86,59.31,63.82,68.76,74.84,80.16,82.02,81.93,78.66,71.57,62.02,58
12027,62.19,67.22,69.84,74.27,77.76,81.64,82.99,83.09,81.58,77.13,70.8,66.4
12029,54.93,60.42,64.71,70.03,76.09,81.1,82.73,82.76,80.19,73.18,63.93,59.48
12031,55.94,60.94,65.39,69.87,75.7,80.74,82.86,82.66,79.76,73.29,64.7,60.18
12033,52.47,57.64,63.61,67.24,74.68,80.39,82.57,82.16,78.89,70.6,60.37,56.72
12035,58.72,63.59,67.38,71.93,76.36,81.16,82.84,82.96,80.61,75.14,67.88,63.07
12037,54.43,59.13,64.48,68.91,75.61,80.79,82.42,82.3,79.61,72.31,63.14,58.66
12039,52.61,57.96,63.5,67.94,74.92,80.2,81.94,81.72,78.46,70.83,61.4,56.69
12041,55.02,60.48,64.71,69.77,75.88,80.9,82.47,82.52,79.89,72.86,63.69,59.49
12043,63.66,68.53,70.71,74.84,78.26,81.67,83.23,83.18,81.66,77.74,71.84,67.7
12045,54.74,59.11,64.47,68.67,75.21,80.53,82.21,82.14,79.19,71.87,62.73,58.54
12047,52.99,58.48,63.16,68.09,74.18,79.87,81.84,81.67,78.06,70.79,60.98,56.9
12049,61.6,66.71,69.61,74.03,77.71,81.71,83.03,83.18,81.61,76.94,70.33,65.98
12051,64.89,69.49,71.42,75.14,78.26,81.66,83.3,83.33,82.04,78.32,72.79,68.98
12053,58.81,64.51,68.03,72.96,77.58,81.58,82.81,83.08,81.18,75.7,68.19,63.77
12055,62.26,67.36,69.96,74.4,77.93,81.61,83.13,83.21,81.53,77.3,71.03,66.61
12057,61.14,66.31,69.68,74.17,78.44,82.27,83.6,83.62,82.08,77.16,69.99,65.71
12059,50.93,56.6,62.82,66.77,74.42,80.28,82.21,81.96,78.31,69.69,59.28,55.24
12061,62.62,67.11,69.87,73.88,77.16,81.01,82.7,82.84,80.96,77.36,71.59,66.81
12063,51.89,57.58,63.34,67.53,74.73,80.67,82.51,82.1,78.53,70.42,60.39,55.93
12065,53.28,58.78,63.83,68.28,75.09,80.47,82.22,82.1,78.72,71.29,62,57.42
12067,54,59.6,63.86,69.27,75.31,80.6,82.29,82.22,79.32,72.11,62.66,58.38
12069,59.57,64.89,68.72,72.9,77.59,81.78,83.28,83.41,81.24,75.79,68.63,64.04
12071,64.9,69.49,71.92,75.92,79.07,82.24,83.79,83.83,82.63,78.74,73.06,68.96
12073,53.1,58.51,63.84,68.27,75.44,80.53,82.32,82.11,78.88,71.23,61.97,57.26
12075,56.58,61.87,65.99,71.1,76.87,81.64,83.1,83.18,80.88,74.4,65.59,61.17
12077,53.64,58.53,64.02,68.4,75.14,80.44,82.14,82.01,78.98,71.26,62.07,57.5
12079,53.29,58.87,63.52,68.31,74.59,80.23,82.01,81.91,78.42,71.1,61.62,57.28
12081,61.61,66.34,69.47,73.87,77.84,81.91,83.26,83.22,81.74,77.13,70.31,65.99
12083,57.66,62.88,67.04,71.62,76.8,81.26,82.69,82.81,80.37,74.42,66.54,62.19
12085,65.38,69.42,71.94,75.54,78.5,82.16,83.74,83.86,82.14,78.87,73.56,69.16
12086,68.36,71.87,73.63,76.91,79.38,82.68,84.1,84.37,83.28,80.13,75.57,71.83
12087,68.47,72.22,73.77,77.23,79.67,83.13,84.58,84.82,83.8,80.62,76.03,72.26
12089,54.62,59.81,64.48,69.11,75.13,80.4,82.78,82.41,79.17,72.16,63.38,58.91
12091,51.78,57.29,63.01,66.9,74.27,80.21,82.43,82.17,78.69,70.43,60.22,56.3
12093,63,67.66,70.28,74.38,77.8,81.53,83.16,83.28,81.34,77.54,71.71,67.14
12095,60.96,66.03,69.53,73.53,77.99,82.01,83.64,83.73,81.8,76.76,69.92,65.48
12097,61.7,66.68,69.84,74.03,78,81.9,83.51,83.64,81.81,77.23,70.53,66.23
12099,66.18,70.23,72.5,75.99,78.68,82.14,83.51,83.71,82.31,79.02,74.14,69.88
12101,59.7,65.22,68.72,73.36,77.78,81.76,83.02,83.22,81.39,76.19,68.76,64.49
12103,61.27,66.24,69.92,74.61,78.96,82.99,84.21,84.16,82.57,77.98,70.61,66.14
12105,61.29,66.64,69.78,74.17,78.4,82.2,83.57,83.7,81.91,77.08,70.03,65.86
12107,57.6,62.61,66.7,71.2,76.38,81.07,82.78,82.82,80.27,74.32,66.51,62.06
12109,57.89,62.5,66.47,71.11,76.14,80.89,82.71,82.7,80.4,74.76,66.72,62.17
12111,64.12,68.27,70.91,74.63,77.77,81.51,83.22,83.33,81.42,78.08,72.66,68
12113,52.07,57.31,63.11,66.79,74.23,79.97,82.31,81.94,78.54,70.3,60.11,56.48
12115,62.09,66.62,69.46,73.99,77.71,81.9,83.3,83.2,81.81,77.43,70.71,66.4
12117,60.6,65.56,69.16,73.12,77.63,81.79,83.6,83.66,81.5,76.34,69.59,65.08
12119,58.74,64.31,68.08,72.5,77.3,81.49,82.81,83.11,80.97,75.29,67.89,63.48
12121,53.73,59.24,63.59,68.84,74.98,80.42,82.18,82.01,78.88,71.64,62.01,57.88
12123,54.24,59.6,64.23,69.27,75.46,80.8,82.53,82.52,79.6,72.43,63.2,58.62
12125,54.53,59.97,64.44,69.14,75.12,80.19,82.01,82.01,78.99,72.02,63.03,59.01
12127,59.67,64.57,68.26,72.52,76.84,81.41,83.14,83.21,80.94,75.7,68.82,64.07
12129,53.78,58.93,64.26,68.8,75.84,80.87,82.59,82.47,79.61,72.02,62.83,58.01
12131,51.81,57.26,63.18,67.13,74.5,80.32,82.4,82.16,78.7,70.54,60.32,56.26
12133,52.23,57.42,63.42,67.5,74.86,80.5,82.49,82.07,78.52,70.5,60.47,56.33
13001,50.64,56.17,61.5,66.62,73.6,80.07,82.86,82.12,77.48,68.98,59.11,54.66
13003,50.94,56.62,61.81,66.37,73.62,79.79,82.22,82.04,77.44,69.18,59.16,54.92
13005,50.83,56.37,61.7,66.62,73.72,80.1,82.77,82.12,77.57,69.02,59.34,55.12
13007,50.43,56.39,62.34,66.57,73.99,79.91,81.72,81.46,77.5,69.52,59.2,54.86
13009,47.24,52.76,58.79,63.82,71.86,78.58,82.09,80.98,76,66.58,55.72,51.24
13011,43.76,48.33,54.66,60.56,69.01,75.81,79.71,78.22,73.38,63.59,52.84,47.43
13013,44.2,48.92,55.33,61.06,69.42,76.21,79.92,78.46,73.72,64.01,53.37,47.79
13015,42.38,47.29,54.19,60.13,68.96,75.67,79.28,78.21,73.28,63.13,51.66,46.41
13017,50.13,55.78,61.03,65.81,73.51,79.68,82.13,81.83,76.97,68.74,58.41,54.09
13019,50.44,56.16,61.3,65.86,73.22,79.4,81.63,81.51,76.91,68.78,58.63,54.33
13021,47.67,52.89,58.98,63.94,71.98,78.88,81.98,81.03,76.16,66.71,56.02,51.61
13023,49.2,54.33,60.01,64.91,72.86,79.38,82.22,81.37,76.61,67.83,57.26,52.88
13025,52.24,57.77,62.9,68.07,74.13,80.07,82.91,82.09,78.3,70.17,60.79,56.77
13027,51.28,57.24,62.28,66.56,73.62,79.46,81.28,81.06,77.01,69.28,59.64,55.2
13029,51.3,56.53,61.71,66.82,74.11,80.27,83.07,82.21,77.87,69.77,59.49,55.1
13031,50.03,55.36,60.99,65.99,73.28,79.48,82.37,81.49,76.84,68.41,58.16,53.84
13033,48.5,53.8,59.23,64.48,72.06,78.6,81.92,80.83,76.17,67.07,56.53,51.84
13035,45.8,51.27,57.54,62.4,71.21,77.9,81.34,80.51,75.21,65.32,54.88,49.94
13037,50.02,55.94,62.07,66.3,73.53,79.6,81.6,81.21,77.59,69.16,58.67,54.31
13039,53.66,58.83,63.66,68.58,74.66,80.17,82.84,82.21,78.89,71.57,62.47,58.11
13043,49.92,55.16,60.73,65.82,73.16,79.41,82.29,81.5,76.73,68.16,57.9,53.56
13045,44.18,49.41,55.8,61.06,69.4,75.83,79.42,78.53,73.42,63.72,52.7,48.11
13047,41.83,46.68,53.59,59.84,69.01,75.88,79.47,77.92,73.42,62.83,51.34,46.14
13049,53.54,59.09,64,68.77,74.77,80.28,82.77,82.32,78.69,71.18,62.02,57.82
13051,51.71,56.8,61.78,66.92,74.37,80.42,83.18,82.3,78.27,70.3,60.12,55.59
13053,47.97,53.33,59.38,63.86,71.77,78.06,80.89,80.16,76.19,66.51,55.86,51.71
13055,42.3,47.33,54.12,59.99,68.77,75.51,78.84,77.76,73.03,62.9,51.61,46.51
13057,42.09,46.83,53.61,59.37,68,74.66,78.33,77.19,72.36,62.61,51.59,46.17
13059,44.7,49.61,55.97,61.61,69.96,76.79,80.44,79.01,74.17,64.39,53.76,48.28
13061,49.6,55.47,61.66,65.76,73.08,79.22,81.49,81,77.61,68.82,58,53.43
13063,45.07,50.38,56.5,61.89,70.61,77.17,80.57,79.62,74.39,64.52,54.08,49.17
13065,52.31,57.94,62.93,67.48,74.01,79.87,82.22,82.02,77.83,70.13,60.26,56.16
13067,43.56,48.52,55.2,60.83,69.56,76.11,79.67,78.61,73.66,63.63,52.77,47.58
13069,50.43,56.12,61.31,66.12,73.52,79.77,82.18,81.97,77.19,68.92,58.79,54.52
13071,50.03,55.97,61.36,65.71,73.21,79.12,81.06,80.77,76.49,68.56,58.67,54.16
13073,47.19,52.2,57.96,63.82,71.51,78.23,81.64,80.39,75.6,66.23,55.4,50.58
13075,50.31,56.2,61.4,65.83,73.18,79.28,81.33,81.12,76.69,68.63,58.69,54.29
13077,45.27,50.8,56.83,62,70.48,76.93,80.4,79.56,74.36,64.54,53.96,49.16
13079,47.39,52.51,58.64,63.62,71.66,78.41,81.39,80.52,75.62,66.3,55.76,51.28
13081,49.93,55.37,61.2,65.68,73.74,79.74,82.06,81.62,77.01,68.52,58.18,53.89
13083,41.1,45.79,52.86,59.08,67.83,74.18,77.51,76.23,71.89,62.14,50.99,45.38
13085,41.17,45.63,52.27,58,66.29,72.74,76.63,75.32,70.61,61.3,50.67,45.37
13087,51.5,57.26,63.06,67.26,74.46,80.19,81.86,81.67,77.92,70.22,60.18,55.74
13089,44.38,49.49,55.79,61.32,70,76.66,80.22,79.19,74.04,64.07,53.5,48.41
13091,49.97,55.44,60.61,65.52,73.23,79.47,82.16,81.52,76.63,68.3,57.7,53.41
13093,49.46,54.63,60.56,65.23,73.37,79.63,82.08,81.56,76.89,68.09,57.67,53.26
13095,50.28,56.22,61.99,66.52,73.96,79.9,81.97,81.51,77.51,69.47,58.97,54.71
13097,44.21,49.41,55.92,61.29,69.87,76.3,79.83,78.92,73.82,63.9,53.09,48.2
13099,50.41,56.41,62.54,66.53,73.86,79.9,81.88,81.46,77.87,69.54,59.09,54.57
13101,52.49,58.01,62.86,67.56,73.8,79.54,81.76,81.59,77.62,70.21,60.31,56.26
13103,50.28,55.64,60.94,66.07,73.58,79.72,82.54,81.67,77.2,68.84,58.58,54.16
13105,44.43,49.37,55.51,61.5,69.91,77.06,80.9,79.57,74.42,64.3,53.1,47.98
13107,49.24,54.46,59.89,65.01,72.56,78.86,81.92,81.07,76.39,67.63,57.14,52.78
13109,50.47,55.81,61.38,66.47,73.57,79.86,82.78,81.92,77.2,68.87,58.56,54.17
13111,38.71,43,49.74,55.74,64.2,70.43,74.2,72.97,68.19,58.96,48.17,43.11
13113,45.36,50.83,56.83,62.08,70.79,77.23,80.6,79.72,74.51,64.58,54.23,49.37
13115,42.69,47.71,54.57,60.54,69.4,76.19,79.6,78.58,73.68,63.32,51.66,46.76
13117,42.39,46.96,53.53,59.22,67.67,74.38,78.2,76.88,72.1,62.43,51.76,46.33
13119,43.7,48.36,54.62,60.62,69.12,76.22,80.04,78.5,73.52,63.56,52.69,47.3
13121,44.16,49.28,55.7,61.2,69.81,76.42,80.01,78.97,73.92,63.96,53.26,48.18
13123,39.48,43.92,50.66,56.72,65.02,71.26,75.07,73.83,69.12,60.03,49.19,43.96
13125,46.98,52.2,57.89,63.42,71.03,77.66,81.13,79.98,75.06,65.87,55.13,50.51
13127,52.97,58.14,62.99,68.28,74.64,80.37,83.19,82.18,78.71,71.1,61.71,57.36
13129,41.9,46.79,53.7,59.81,68.68,75.58,79.31,78.11,73.13,62.86,51.4,46.03
13131,51.38,57.1,62.72,66.89,74.21,79.69,81.31,81.16,77.38,69.81,60.03,55.56
13133,45.52,50.89,57.19,62.59,70.67,77.48,81.29,79.8,74.9,64.96,54.36,49.4
13135,43.64,48.46,54.9,60.57,69.07,75.74,79.44,78.18,73.31,63.49,52.92,47.5
13137,41.78,46.47,52.6,58.71,66.93,73.41,77.18,75.61,70.8,61.32,50.8,45.68
13139,42.94,47.52,53.97,59.69,68.06,74.7,78.57,77.13,72.41,62.78,52.21,46.77
13141,46.5,51.94,57.86,63.26,71.03,77.77,81.41,80.14,75.16,65.7,54.93,50.29
13143,43.34,48.5,55.09,60.62,68.82,75.31,78.62,77.79,72.91,63.12,51.89,47.48
13145,46.26,51.63,57.59,62.42,70.46,77.01,80.1,79.26,74.68,65.04,54.53,50.03
13147,43.92,48.57,54.86,60.92,69.27,76.53,80.33,78.84,73.82,63.8,52.63,47.43
13149,44.83,50.33,56.32,61.59,69.88,76.62,80.09,79.26,74.12,64.36,53.4,48.69
13151,45.3,50.68,56.84,62,70.87,77.48,80.88,80.01,74.62,64.76,54.37,49.42
13153,48.77,53.79,59.73,64.63,72.72,79.36,82.11,81.34,76.59,67.56,57,52.57
13155,50.01,55.64,60.94,65.69,73.33,79.54,81.9,81.67,76.86,68.63,58.41,54.04
13157,44.21,48.9,55.3,60.98,69.4,76.22,80,78.53,73.78,64.02,53.36,47.84
13159,45.86,51.39,57.87,62.6,71.24,78.06,81.66,80.68,75.52,65.62,54.96,50.04
13161,50.14,55.74,60.98,66.04,73.36,79.84,82.34,81.91,77.04,68.69,58.61,54.09
13163,47.63,52.94,58.5,63.78,71.42,77.99,81.39,80.26,75.46,66.33,55.66,51.16
13165,49.12,54.37,59.81,64.83,72.32,78.73,81.89,80.99,76.37,67.51,57.1,52.58
13167,48.49,53.87,59.32,64.51,72.26,78.58,81.83,80.8,76.03,67.21,56.51,52.08
13169,47,52.39,58.67,63.47,71.63,78.43,81.86,80.82,75.88,66.28,55.61,51.14
13171,46.16,51.51,57.68,62.52,71.03,77.57,80.73,79.87,74.79,65.21,54.99,50.27
13173,51.22,56.91,61.94,66.39,73.29,79.36,81.63,81.49,77.06,69.17,59.13,54.97
13175,49.42,54.84,60.1,65.28,72.99,79.28,82.27,81.39,76.52,67.93,57.24,52.89
13177,50.03,55.69,61.51,66.09,73.69,79.71,81.93,81.48,77.29,68.97,58.43,54.29
13179,51.64,56.88,61.92,67.13,74.27,80.38,83.18,82.3,78.07,70.04,59.92,55.5
13181,45.89,50.86,56.76,62.72,70.61,77.48,81.2,79.97,74.94,65.24,54.32,49.27
13183,51.51,56.9,62.09,67.28,74.19,80.37,83.23,82.34,77.97,69.77,59.77,55.4
13185,51.58,57.34,62.23,66.7,73.36,79.24,81.3,81.13,77.02,69.4,59.53,55.4
13187,40.66,45.06,51.56,57.26,65.54,71.91,75.81,74.54,69.68,60.47,49.89,44.82
13189,46.66,51.69,57.47,63.26,70.79,77.53,81.09,79.84,74.99,65.6,54.9,50.1
13191,52.53,57.66,62.52,67.81,74.66,80.61,83.34,82.29,78.58,70.8,61.19,56.58
13193,48.6,53.66,59.72,64.56,72.53,79.02,81.6,81,76.32,67.26,56.72,52.31
13195,44.08,48.91,55.23,60.92,69.39,76.37,80.06,78.66,73.73,63.88,53.08,47.72
13197,47.89,52.97,59.1,63.76,71.42,77.66,80.31,79.69,75.56,66.16,55.83,51.72
13199,45.73,51.13,57.09,62.1,70.37,76.9,80.1,79.22,74.26,64.61,54.21,49.59
13201,50.71,56.69,62.74,66.71,74.06,80.09,81.9,81.62,77.79,69.77,59.41,55.01
13205,50.43,56.29,62.08,66.26,73.8,79.61,81.43,81.17,77.04,69.34,59.09,54.74
13207,46.56,51.88,58.17,62.96,71.31,78.08,81.34,80.46,75.41,65.74,55.3,50.61
13209,50,55.39,60.58,65.97,73.34,79.67,82.42,81.8,76.94,68.5,58.1,53.59
13211,45.34,50.72,57.22,62.33,70.91,77.7,81.46,80.09,75.09,65.11,54.49,49.32
13213,41.01,45.81,52.74,59.06,67.97,74.52,78.39,76.99,72.27,62.23,50.74,45.38
13215,47.47,52.91,58.94,63.56,71.6,78.02,80.99,80.19,75.99,66.3,55.57,51.23
13217,45.02,50.43,56.76,61.84,70.66,77.41,81.01,80.03,74.76,64.86,54.26,49.08
13219,44.93,49.94,56.34,61.88,70.31,77.08,80.79,79.27,74.41,64.62,53.97,48.56
13221,44.73,49.81,56.09,61.78,70.07,76.93,80.73,79.32,74.39,64.41,53.6,48.32
13223,43.33,48.39,55.13,60.78,69.36,75.82,79.29,78.3,73.4,63.41,52.32,47.4
13225,48.08,53.12,59.12,64.12,72.12,78.83,81.62,80.79,76.03,66.92,56.34,51.87
13227,40.88,45.5,52.23,58.14,66.48,72.92,76.69,75.49,70.77,61.47,50.57,45.24
13229,51.66,57.23,62.56,67.54,74.14,80.37,83.21,82.4,78.21,69.68,60.17,56.13
13231,46.04,51.4,57.46,62.39,70.88,77.31,80.46,79.59,74.5,64.89,54.7,50.07
13233,43.39,48.56,55.28,61.18,69.7,76.32,79.52,78.68,73.82,63.63,52.09,47.52
13235,49.59,54.69,60.43,65.17,73.26,79.7,82.37,81.69,76.99,68.27,57.7,53.27
13237,46.2,51.81,58.18,63.07,71.37,78.16,81.89,80.71,75.64,65.82,55.08,50.38
13239,48.94,54.62,60.77,64.93,72.42,78.68,81.22,80.66,77.16,67.91,56.98,52.53
13241,39.78,44.58,50.54,56.78,64.72,71.11,74.64,73.13,68.49,59.06,48.86,43.93
13243,49.32,54.88,61.12,65.31,72.52,78.78,81,80.57,77.11,68.23,57.51,53.26
13245,48.11,53.4,59.03,64.63,72.4,79.01,82.3,81.13,76.31,67.01,56.22,51.51
13247,44.74,50.03,56.28,61.63,70.39,77.1,80.66,79.7,74.36,64.44,53.91,48.73
13249,48.56,53.56,59.64,64.38,72.02,78.34,80.77,80.3,75.98,66.83,56.5,52.38
13251,49.12,54.5,60.02,65.09,72.71,79.01,82.02,81.11,76.43,67.67,57.31,52.71
13253,51.53,57.43,63.27,67.34,74.46,80.5,82.28,82.01,78.29,70.33,60.14,55.69
13255,45.88,51.31,57.4,62.37,71.12,77.57,80.81,79.94,74.72,64.98,54.78,49.97
13257,43.13,47.78,54,60.21,68.69,75.68,79.54,77.87,72.84,62.88,52.19,46.77
13259,48.49,53.92,59.97,64.26,71.83,78.13,80.73,80.14,76.48,67.03,56.3,52.18
13261,49.49,54.71,60.64,65.29,72.91,79.16,81.4,81,76.77,67.97,57.54,53.46
13263,46.54,51.74,57.93,62.77,70.81,77.24,80.27,79.44,74.77,65.28,54.89,50.52
13265,45.69,50.87,56.87,62.6,70.23,77.06,80.88,79.5,74.61,64.82,54.14,49.36
13267,50.53,55.88,61.41,66.57,73.63,79.98,82.89,82.08,77.32,68.93,58.71,54.22
13269,47.48,52.51,58.71,63.59,71.52,77.98,80.78,80.09,75.43,66.12,55.7,51.36
13271,50.21,55.88,60.94,66,73.54,79.83,82.38,81.98,77.03,68.78,58.3,53.94
13273,49.76,55.34,61.31,65.8,73.11,79.22,81.38,80.99,77.18,68.56,58.07,53.92
13275,51.24,57.08,62.41,66.53,73.86,79.52,81.24,81.02,77.1,69.42,59.82,55.29
13277,49.71,55.43,60.84,65.48,73.1,79.23,81.46,81.19,76.52,68.37,58.31,53.81
13279,50.12,55.46,60.9,66.19,73.41,79.82,82.62,81.92,77.09,68.6,58.3,53.76
13281,38.9,43.38,49.64,55.57,63.82,69.99,73.62,72.29,67.52,58.4,47.98,43.19
13283,49.67,54.91,60.16,65.51,73.03,79.2,82.19,81.39,76.64,68.06,57.52,53.13
13285,45.4,50.97,56.78,61.89,70.1,76.96,80.26,79.43,74.4,64.54,53.83,49.16
13287,49.64,55.29,60.94,65.5,73.3,79.34,81.56,81.16,76.54,68.32,58.16,53.78
13289,48.42,53.6,59.47,64.43,72.36,79.08,82.08,81.11,76.33,67.29,56.61,52.33
13291,38.92,43.12,49.63,55.42,63.8,70.02,73.71,72.49,67.57,58.51,48.04,43.29
13293,46.5,51.69,57.84,62.8,71.01,77.57,80.66,79.77,74.82,65.37,55.03,50.51
13295,41.74,46.61,53.47,59.48,68.34,74.98,78.33,77.04,72.61,62.56,51.4,46.07
13297,44.57,49.61,56.02,61.44,69.99,76.79,80.43,79.1,74.16,64.34,53.74,48.32
13299,52.31,57.96,63.1,67.79,74.39,80.29,82.86,82.33,78.26,70.19,60.63,56.63
13301,46.39,51.5,57.29,63.01,70.56,77.23,80.84,79.63,74.71,65.33,54.66,49.94
13303,47.63,53.1,58.73,64.03,71.83,78.33,81.72,80.62,75.72,66.67,55.88,51.3
13305,51.6,57.08,62.27,67.46,74.07,80.24,83.1,82.18,78,69.68,59.99,55.76
13307,48.92,54.1,60.13,64.66,71.98,78.31,80.68,80.26,76.39,67.2,56.68,52.72
13309,50.14,55.72,60.72,66.02,73.49,79.84,82.49,81.97,77.02,68.62,58.16,53.68
13311,40.9,45.51,51.76,57.62,65.96,72.33,76.11,74.72,69.84,60.5,49.98,45
13313,41.77,46.63,53.51,59.77,68.84,75.68,79.4,77.9,73.26,62.79,51.3,46.07
13315,49.98,55.44,60.94,65.61,73.57,79.73,82.21,81.72,76.97,68.54,58.11,53.79
13317,45.37,50.42,56.43,62.26,70.11,77.01,80.89,79.58,74.64,64.7,53.86,48.87
13319,48.24,53.58,59.39,64.47,72.38,78.93,82.22,81.16,76.31,67.22,56.44,52.06
13321,49.82,55.61,61.23,65.76,73.39,79.32,81.43,81.02,76.67,68.68,58.44,54.07
16001,32.32,36.27,44.07,49.96,59.13,68.21,76.88,74.89,64.54,52.23,40.17,31.33
16003,25.78,27.63,34.91,41.24,50.63,58.83,67.8,66.76,56.98,45.24,33.22,25.03
16005,25.74,27.96,36.68,43.22,52.16,61.89,70.17,68.06,59.44,46.3,34.82,25.62
16007,20.99,22.83,31.08,38.54,47.6,57.34,65.04,63.07,54.84,42.14,30.91,21.24
16009,31.21,31.43,37.78,43.7,53.34,60.29,67.11,67.22,57.37,46.51,36.6,29.81
16011,22.8,25.27,35.66,43.12,52.7,62.16,70.09,68.08,59.06,45.59,33.28,23.17
16013,22.46,24.62,32.87,40.43,49.56,58.74,67.23,65.47,56.36,44.01,31.91,22.34
16015,26.34,28.22,35.08,40.99,50.19,58.57,67.3,66.18,56.99,45.23,33.31,25.16
16017,28.47,27.8,35.72,42.32,52.76,59.23,65.96,65.32,55.29,43.89,33.39,26.91
16019,21.8,24.04,32.89,39.99,49.81,58.79,66.4,64.78,56.46,43.43,31.8,22.27
16021,26.24,25.78,33.43,39.84,50.51,56.89,64.22,63.6,53.6,42.04,31.07,24.86
16023,18.99,21.47,32.04,40.46,50.08,59.86,68,65.83,56.16,42.77,29.74,19.22
16025,23.67,25.17,32.44,39.47,48.41,57.13,65.78,64.38,55.49,43.57,31.97,22.97
16027,31.71,36.57,45.08,51.04,60.36,69,76.99,74.71,64.34,52.1,40.08,31.1
16029,22.79,24.59,32.81,39.57,48.72,58.06,66.07,64.13,56,42.94,32.01,23
16031,27.39,29.82,37.66,43.33,52,62.38,71.09,68.93,59.98,47.02,35.84,27.3
16033,19.48,20.28,30.64,38.7,48.5,57.84,65.81,63.66,54.51,41.3,28.89,19.17
16035,29.36,29.12,36.39,41.97,51.34,58.11,65.42,64.52,55.32,44.68,34.56,27.69
16037,20.67,22.63,29.54,35.94,45.14,53.8,61.71,60.37,51.82,40.13,28.21,19.69
16039,29.13,31.47,38.92,45.49,54.5,63.36,72.04,70.27,60.86,48.72,37.01,28.44
16041,24.5,26.7,35.64,42.4,51.72,61.82,69.86,67.44,58.81,45.68,34.66,24.81
16043,19.4,20.73,30.4,38.38,48.54,57.39,64.77,62.83,54.27,41.23,29.02,19.2
16045,29.22,32.78,41.26,47.37,56.82,65.38,74.22,72.52,62.47,49.62,37.32,28.44
16047,28.32,31.78,40.28,47.52,56.94,66.57,74.69,72.48,62.89,50.31,38.11,28.28
16049,26.76,27.27,34.04,39.72,48.77,56.06,63.63,62.57,53.84,43.03,32.37,25.37
16051,19.2,22.02,34.29,43.33,53.42,62.73,70.3,67.94,58.39,44.87,31.7,19.93
16053,29.34,32.76,41.17,47.53,56.69,66.4,74.42,71.91,62.33,49.99,38.22,29.23
16055,30.89,30.76,37.47,43.64,54.08,60.79,67.78,67.09,57.26,46.14,36.08,29.23
16057,31.58,32.27,38.74,44.62,53.92,60.47,67.12,67.36,58.03,47.44,37.13,30.14
16059,21.59,22.9,30.91,37.27,46.39,55.02,63.28,61.72,53.09,40.8,29.07,20.86
16061,30.03,31.03,37.34,43.5,52.63,59.63,67,66.8,57.5,46.71,35.66,28.64
16063,25.54,28.8,38.1,45.51,55.16,64.62,72.81,70.57,60.87,48.39,35.99,26.18
16065,21.28,24.02,33.39,41.64,51.72,60.57,67.9,66.21,57.72,44.53,32.46,21.53
